query,top tables,target table,target answer
who founded the women's social and political union,Military history of South Africa during World War II_245D38FCFD83FA27,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Timeline of World War II (1939)_245D38FCFD83FA27,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Trade union_9B3F62C76775D4D0,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Women's soccer in the United States_B9F6D7BD3C496418,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,The Troubles_3907A8807DAA073C,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Cannabis drug testing_F56B1C4FB0276F2A,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Women's suffrage in the United Kingdom_8C4A3E6963F67CF2,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Framing (social sciences)_A3C076F18D4FB08E,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,List of political parties in Australia_7FEB01550E438F13,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Directorate-General for European Civil Protection and Humanitarian Aid Operations_471A6375C484F5AA,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Confederate States of America_937F5E848F97BA5,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,List of prison escapes_B938AB3899857E6B,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,United States incarceration rate_5F89AEA053D76C5D,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,South Carolina in the American Civil War_A73A686833F3110D,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Union Navy_67A4DB117F662AB2,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Missouri in the American Civil War_BB1F2D125EEA3BA7,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Virginia in the American Civil War_BB1F2D125EEA3BA7,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Washington Initiative 502_202952AFC8AEC30C,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Battle of the Wilderness_67A4DB117F662AB2,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Gettysburg Campaign_BB1F2D125EEA3BA7,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,List of weapons in the American Civil War_BB1F2D125EEA3BA7,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Slavery in the United States_67A4DB117F662AB2,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Freedmen's Bureau_67A4DB117F662AB2,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Confederate war finance_BB1F2D125EEA3BA7,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Conclusion of the American Civil War_67A4DB117F662AB2,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Indiana in the American Civil War_67A4DB117F662AB2,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Origins of the American Civil War_67A4DB117F662AB2,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Battle of Fort Sumter_BB1F2D125EEA3BA7,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Sicily_25B328FC0DB33047,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,South Carolina in the American Civil War_67A4DB117F662AB2,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Turning point of the American Civil War_67A4DB117F662AB2,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Western Theater of the American Civil War_67A4DB117F662AB2,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Battle of Brice's Crossroads_67A4DB117F662AB2,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Battle of Sailor's Creek_67A4DB117F662AB2,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Greek Civil War_CE1EBC0E2ED3EF74,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Bleeding Kansas_67A4DB117F662AB2,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Chattanooga Campaign_67A4DB117F662AB2,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,David Farragut_67A4DB117F662AB2,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Jefferson Davis_67A4DB117F662AB2,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Stonewall Jackson_67A4DB117F662AB2,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Vicksburg Campaign_67A4DB117F662AB2,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Winfield Scott_67A4DB117F662AB2,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Nevada in the American Civil War_BB90D295832FAA5B,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Battle of Fredericksburg_67A4DB117F662AB2,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,George B. McClellan_67A4DB117F662AB2,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Southern bread riots_67A4DB117F662AB2,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,William H. Seward_67A4DB117F662AB2,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Removal of Confederate monuments and memorials_67A4DB117F662AB2,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,United States Sanitary Commission_3C3B3627539BA468,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Battle of Five Forks_67A4DB117F662AB2,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Battle of Fort Henry_67A4DB117F662AB2,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Battle of Glorieta Pass_67A4DB117F662AB2,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Battle of Pea Ridge_67A4DB117F662AB2,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Habeas Corpus Suspension Act 1863_67A4DB117F662AB2,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Second Battle of Fort Wagner_67A4DB117F662AB2,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Battle of Atlanta_BB90D295832FAA5B,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Roman Republic_25B328FC0DB33047,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,States' rights_BB90D295832FAA5B,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Battle of Hampton Roads_BB90D295832FAA5B,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Battle of Franklin (1864)_67A4DB117F662AB2,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Battle of Spotsylvania Court House_BB90D295832FAA5B,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,First Battle of Bull Run_BB90D295832FAA5B,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Habeas Corpus Suspension Act (1863)_67A4DB117F662AB2,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Bahujan Samaj Party_7F847001E01B3E58,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
who founded the women's social and political union,Kingdom of Italy_25B328FC0DB33047,Women's Social and Political Union_9B6E4DE82B69520,Emmeline Pankhurst; Christabel Pankhurst
