query,top tables,target table,target answer
what was the outcome of the bolshevik revolution,Energy in the United Kingdom_6AED35F6E2F40203,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Flags of Europe_5C1ADA2F2AA3FE96,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Acts of Union 1707_1844C31EE24CACAF,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Lab Rats: Elite Force_CF0DEAA8EC666761,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,The Lovin' Spoonful_27CD411E35C33266,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Royal Standard of the United Kingdom_BD17825395A3F508,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Commanders of World War II_D4B0971339A23078,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Riverdale (2017 TV series)_3670EB0754E49152,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Renewable energy in the United Kingdom_6AED35F6E2F40203,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,List of awards and nominations received by Bruno Mars_596B7F92A7F57EA1,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,The Frog Prince_12D54AE0866D3F68,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Trial & Error (TV series)_CD3137DC9CABD317,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,List of convicts on the First Fleet_94BB6ACC866C4511,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Book design_94FE9B59838551F5,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,List of medical schools in the United Kingdom_1AF4071CCFD16042,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,You Can't Always Get What You Want_F3A23CCF031ADEA8,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,List of death row inmates in the United States_86D91ED5822ED7D1,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,What Becomes of the Brokenhearted_F9ADFD17AE3304E2,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Udaipur_A72144C1B7215A88,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,List of death row inmates in the United States_F960E49D6F7A267C,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,List of Roman emperors_DAC8BB346C15DDDA,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Making Love Out of Nothing at All_2D6C85C335A99BB3,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Battle of Princeton_4B3FA2988DAA6685,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Battle of Trenton_4B3FA2988DAA6685,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,I Heard It Through the Grapevine_A7E8D7AA32665721,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Hungarian Revolution of 1956_9BD7811D08C848DB,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,The Adventures of Tom Sawyer_BE6CC0723A17883,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Once Upon a Time (season 7)_B257A945C786212F,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Little Red Riding Hood_12D54AE0866D3F68,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
what was the outcome of the bolshevik revolution,Comedians in Cars Getting Coffee_139C2F6FF21ADB67,October Revolution_300BBE8E4A4FFF91,"End of Russian Provisional Government, Russian Republic and dual power; Creation of Soviet Russia; The Second All-Russian Congress of Soviets becomes the supreme governing body; Beginning of the Russian Civil War"
