query,top tables,target table,target answer
who won the 2015 great british baking show,Miniature golf_A68330E2AAC58358,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Men's major golf championships_E52E68044B7F1AC3,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Anatomically modern human_35FBE114412B4F03,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,History of technology_206FFBBB6CC21698,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Canada_887AAD21691D3EE3,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Committees of correspondence_8D716B0954FD4114,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Raiders of the Lost Ark_13E8FEEDF8DCBB33,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Girl with the Dragon Tattoo (soundtrack)_924BB893C7C21936,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Master (Doctor Who)_6D968FB3DD4EF24E,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,I Can See for Miles_C68B7F9A7F69A9CA,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,You're All I Need to Get By_C95BE6191F65A348,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,American Revolutionary War_C36F638D1AE8DD17,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Committees of correspondence_C36F638D1AE8DD17,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Sons of Liberty_C36F638D1AE8DD17,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,I Say a Little Prayer_8F39119924E49F30,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Ministry of Magic_B20002F87F77C887,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,NASCAR's Most Popular Driver Award_A16839D17C699CFC,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,My Bucket's Got a Hole in It_70B4D389C16918C7,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Francis Ouimet_EE6B50BD52E20D79,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Twice Upon a Time (Doctor Who)_462BD615252C3CD2,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Channel 4_62159FE816588524,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Girl with the Dragon Tattoo (soundtrack)_3DD2DCAFA0ABC1EA,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Ones Who Walk Away from Omelas_47503457F77E8B1B,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Twice Upon a Time (Doctor Who)_C2BFBF9E211C74DB,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,England_9FE2539054E40DEA,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Wales_9FE2539054E40DEA,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Late Late Show with James Corden_B90183689F3C080A,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Norman Reedus_40F99FA2FFABF238,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of awards and nominations received by Game of Thrones_AB857B9A6AFD4EB3,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Gina Tognoni_C1B5B8BF518F02D6,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Mystic River (film)_5A6B7B7200833B15,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Shutter Island (film)_5A6B7B7200833B15,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Roseanne_343053593315DD0,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Holy Mountain (song)_3BDC8C68B2937FFD,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Freedom of religion in the United States_7CD8BB9EB0B2AA94,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Lo que la vida me robó_F29F0743EEE46B19,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Elizabethan era_9FE2539054E40DEA,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of awards and nominations received by Whitney Houston_90A0C4A116749153,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,John Williams_7684B6877B37FC5E,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,(You Make Me Feel Like) A Natural Woman_8F39119924E49F30,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Mayim Bialik_6E45C3AB9D2164E,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of awards and nominations received by Bruno Mars_3708374F49860858,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of golfers with most PGA Tour wins_E52E68044B7F1AC3,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,History of Rocky Mountain National Park_35FBE114412B4F03,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,North Sea oil_9FE2539054E40DEA,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,War on Terror_9FE2539054E40DEA,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Lucy Fallon_DFFFCED0AEFDFF42,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Beach (film)_233545EC80BB7D4A,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Prime Minister of Canada_887AAD21691D3EE3,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Twice Upon a Time (Doctor Who)_96DD99BB13659B8B,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Handicap (golf)_A68330E2AAC58358,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Sitting on Top of the World_45CACB54736956C0,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of political parties in Australia_B9FA67D1875A1377,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Girl with the Dragon Tattoo (2011 film)_20D3D9D4DDF9B07F,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Beauty and the Beast (2017 film)_4D16D1D0FAE0FB2,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Consejo Mundial de Lucha Libre_2905B023EBED60DD,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,France in the American Revolutionary War_1C94CEAAB1A2494D,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,2010 United Kingdom government formation_9FE2539054E40DEA,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Restoration (England)_9FE2539054E40DEA,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Great Britain at the 2018 Winter Olympics_66AF7D3AC7E4C272,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Until You Come Back to Me (That's What I'm Gonna Do)_C95BE6191F65A348,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Raid of Richmond_8C563402A677FCB5,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Canada at the 2014 Winter Olympics_14443EDA8F2125CF,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Germany at the 2014 Winter Olympics_14443EDA8F2125CF,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Day of the Doctor_95FD3F3CF143ED9C,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Time of the Doctor_95FD3F3CF143ED9C,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Queensferry Crossing_C1A2E232BE8F35B1,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,A Bridge Too Far (film)_BDD8A5FB6E48289E,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Lion and the Rose_55CFF0A9BED7E4D8,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Chloë Grace Moretz_B951BDB33412491D,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Marvelous Mrs. Maisel_4AC618088FB7129E,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of awards and nominations received by Game of Thrones_3DEDE9B8CF7714DA,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Canada at the 2014 Winter Olympics_7109B89FFCFCDB52,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Beauty and the Beast (2017 film)_38E0557E6BBCB438,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Scooby-Doo! The Mystery Begins_B421DED2A253AFF3,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Leftovers (TV series)_34231AD23C54FB49,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Caitriona Balfe_FDDCB24A29A3CC64,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Fresh Off the Boat_8E2DF93DF6BB0CA2,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Academy Award for Best Picture_B0F04CB544FC1D47,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Film Stars Don't Die in Liverpool_DE7366C912067AE4,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Men's major golf championships_E9CD352C8EF61F86,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Forth Road Bridge_C1A2E232BE8F35B1,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Canada at the 2018 Winter Olympics_5D211255E059C2E2,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Curling at the 2018 Winter Olympics_5D211255E059C2E2,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Italy at the 2018 Winter Olympics_5D211255E059C2E2,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,David Bailie_8078DDF943D5A8DB,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Declarations of war by Great Britain and the United Kingdom_18B2EB3BE537E7FE,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Mark Gatiss_ABE5E7149EF35065,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Colonial history of the United States_70A6A894005BED26,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Talented Mr. Ripley (film)_F4B00AD436D01D6A,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Slumdog Millionaire_2879D606A86790E1,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,In the Mood_E9C17773727C9F10,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,English language_C70C2B5B7B7E99A1,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Torchwood_2F63EBE5544611E3,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,River Song (Doctor Who)_ADC8DCC04F77D992,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Canada at the 2018 Winter Olympics_1708C995A97B24A6,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Curling at the 2018 Winter Olympics_1708C995A97B24A6,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,United States at the 2014 Winter Olympics_14443EDA8F2125CF,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Sitting on Top of the World_86AB9E5B7B8F135E,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Fantastic Four (2015 film)_3780BB5EDA2ABEA,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,List of historical period drama films and series set in Near Eastern and Western civilization_B56F6DC090FE60F8,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Nat Wolff_B71B99133D5E4FC4,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Girl Who Leapt Through Time_C1E205F9F2C61F28,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Bing (TV series)_DAFC90EAC852A4E1,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,United States at the 2014 Winter Olympics_7109B89FFCFCDB52,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Bank of England_B7C10682BA6D543,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Elimination Chamber (2015)_4CD4347992BF7A53,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Scandinavian Scotland_AB926923E1740949,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,Tyne Cot_663CA9F408B3787D,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Boys of the Old Brigade_73C4555BE251BA0C,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,The Great Gazoo_E107CBB69F5C3C4E,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,South Korea at the 2018 Winter Olympics_5D211255E059C2E2,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
who won the 2015 great british baking show,United States at the 2018 Winter Olympics_5D211255E059C2E2,The Great British Bake Off_CE95ADE4AEED8BEB,Nadiya Hussain
